Koordinatensystem : Lambert konform konisch
Rechtswert        : 4197500 Meter
Hochwert          : 2677500 Meter
Hoehenlage        : 312 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Winter
Bezugszeitraum    : 2031-2060
Datenbasis 1      : Beobachtungsdaten Zeitraum 1995-2012
Datenbasis 2      : Klimasimulationen Zeitraum 1971-2000 (Basis RCP-historical / CORDEX-Europa Laeufe)
Datenbasis 3      : Klimasimulationen Zeitraum 2031-2060 (Basis RCP-4.5 und RCP-8.5 / CORDEX-Europa Laeufe)

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
4197500 2677500  1  1  1   2.0  953 246  7.7 8  4.0  84    0    0 285 -311  2
4197500 2677500  1  1  2   2.6  953 248  7.9 8  4.2  85    0    0 287 -311  2
4197500 2677500  1  1  3   2.9  954 250  7.6 7  4.2  84    0    0 282 -310  2
4197500 2677500  1  1  4   2.7  955 254  7.2 7  4.1  84    0    0 274 -309  2
4197500 2677500  1  1  5   2.5  955 254  6.7 6  4.0  84    0    0 267 -310  2
4197500 2677500  1  1  6   2.3  955 251  6.3 7  3.9  83    0    0 268 -310  2
4197500 2677500  1  1  7   2.2  955 258  6.2 5  4.0  84    0    0 266 -310  2
4197500 2677500  1  1  8   2.3  956 269  5.1 6  4.0  85    0    0 263 -310  2
4197500 2677500  1  1  9   1.7  956 270  5.6 7  3.9  85    2   10 272 -310  2
4197500 2677500  1  1 10   1.7  956 271  4.8 6  3.8  83   27   51 269 -310  2
4197500 2677500  1  1 11   2.0  957 268  8.1 5  3.7  80   60   90 259 -311  2
4197500 2677500  1  1 12   2.0  958 263  8.5 6  3.7  79   44  118 259 -312  2
4197500 2677500  1  1 13   2.1  958 269  8.6 7  3.6  77    5   96 267 -312  2
4197500 2677500  1  1 14   2.1  958 280  8.0 8  3.5  75    8   94 273 -312  2
4197500 2677500  1  1 15   0.9  959 279 10.6 7  3.4  76   18   78 271 -311  2
4197500 2677500  1  1 16   1.4  959 274  9.1 5  3.2  72    7   34 256 -309  2
4197500 2677500  1  1 17   0.9  959 283  8.3 6  3.1  71    0    1 252 -307  2
4197500 2677500  1  1 18   0.1  960 249  7.8 6  3.2  77    0    0 253 -307  2
4197500 2677500  1  1 19  -0.2  960 241  6.1 5  3.2  80    0    0 249 -306  2
4197500 2677500  1  1 20   0.0  960 249  8.5 6  3.1  79    0    0 250 -306  2
4197500 2677500  1  1 21   0.2  960 249 10.4 7  3.2  80    0    0 259 -306  2
4197500 2677500  1  1 22   0.0  960 258 11.0 6  3.2  78    0    0 260 -305  2
4197500 2677500  1  1 23  -0.7  960 259  9.7 4  2.9  76    0    0 246 -303  2
4197500 2677500  1  1 24  -0.6  960 238 11.8 5  2.9  76    0    0 241 -302  2
4197500 2677500  1  2  1  -0.7  959 239 10.1 8  2.9  77    0    0 260 -301  2
4197500 2677500  1  2  2  -0.8  959 239 11.7 8  2.9  77    0    0 272 -301  2
4197500 2677500  1  2  3  -1.8  958 249 11.8 8  3.1  85    0    0 273 -301  2
4197500 2677500  1  2  4  -1.8  959 259 10.1 8  3.3  93    0    0 273 -302  2
4197500 2677500  1  2  5  -1.6  959 248 11.6 8  3.3  93    0    0 275 -303  2
4197500 2677500  1  2  6  -0.8  959 258 10.0 8  3.3  90    0    0 278 -303  2
4197500 2677500  1  2  7   0.0  959 259 10.3 8  3.3  85    0    0 281 -304  2
4197500 2677500  1  2  8   0.2  959 271 10.6 7  3.3  83    0    0 278 -305  2
4197500 2677500  1  2  9   0.5  960 277  9.9 7  3.3  80    0    4 273 -306  2
4197500 2677500  1  2 10   0.4  960 249 11.1 8  3.2  78    0   32 278 -307  2
4197500 2677500  1  2 11  -0.4  961 241 11.1 8  3.3  81    0   44 284 -308  2
4197500 2677500  1  2 12  -1.0  962 253  5.0 5  3.4  89    0   74 266 -309  2
4197500 2677500  1  2 13  -1.0  963 299  7.6 5  3.4  91   51   80 248 -310  2
4197500 2677500  1  2 14  -1.3  964 300  8.0 7  3.3  90    8   75 260 -310  2
4197500 2677500  1  2 15  -1.3  965 319  7.1 6  3.1  86   16   55 266 -311  2
4197500 2677500  1  2 16  -1.9  967 300  6.0 7  2.9  82    0   13 265 -311  2
4197500 2677500  1  2 17  -2.4  968 291  5.0 8  2.9  86    0    0 276 -310  2
4197500 2677500  1  2 18  -2.5  969 319  5.6 8  3.1  92    0    0 282 -310  2
4197500 2677500  1  2 19  -2.6  970 310  6.0 8  3.0  93    0    0 281 -309  2
4197500 2677500  1  2 20  -2.6  971 329  6.2 8  3.0  93    0    0 279 -308  2
4197500 2677500  1  2 21  -2.5  973 329  5.4 8  3.0  92    0    0 279 -307  2
4197500 2677500  1  2 22  -2.7  974 350  4.4 8  3.0  91    0    0 279 -307  2
4197500 2677500  1  2 23  -2.6  976 331  5.3 8  2.9  91    0    0 278 -307  2
4197500 2677500  1  2 24  -2.6  977 330  5.2 8  2.9  91    0    0 278 -307  2
4197500 2677500  1  3  1  -2.5  979 340  6.3 8  3.0  92    0    0 279 -306  2
4197500 2677500  1  3  2  -2.4  979 349  5.0 8  3.0  92    0    0 279 -306  2
4197500 2677500  1  3  3  -2.3  980 340  4.5 8  3.0  92    0    0 279 -306  2
4197500 2677500  1  3  4  -2.4  981 339  4.3 8  3.0  92    0    0 279 -306  2
4197500 2677500  1  3  5  -2.1  982 337  4.0 8  3.1  92    0    0 279 -306  2
4197500 2677500  1  3  6  -1.9  983 331  3.6 8  3.1  92    0    0 279 -306  2
4197500 2677500  1  3  7  -1.7  984 342  4.0 7  3.2  92    0    0 274 -306  2
4197500 2677500  1  3  8  -1.8  985 338  3.3 7  3.2  92    0    0 267 -306  2
4197500 2677500  1  3  9  -1.8  986 350  4.0 8  3.1  91    4   11 271 -307  2
4197500 2677500  1  3 10  -1.8  987 350  4.0 8  3.1  91   50   46 275 -307  2
4197500 2677500  1  3 11  -1.6  988 332  3.0 3  3.1  91   59   88 248 -308  2
4197500 2677500  1  3 12  -1.6  989  14  5.4 5  3.2  92   19  109 232 -310  2
4197500 2677500  1  3 13  -1.4  989  18  7.1 7  3.1  90    0   53 255 -311  2
4197500 2677500  1  3 14  -1.5  989  28  6.6 7  2.9  83    0   65 264 -310  2
4197500 2677500  1  3 15  -1.9  990  27  4.4 6  2.6  77    0   49 255 -308  2
4197500 2677500  1  3 16  -2.3  990 324  3.6 7  2.6  78    0    8 253 -304  2
4197500 2677500  1  3 17  -4.0  990   9  3.2 7  2.5  81    0    0 252 -301  2
4197500 2677500  1  3 18  -3.7  991   9  2.9 7  2.5  86    0    0 248 -298  2
4197500 2677500  1  3 19  -4.0  992   9  3.1 7  2.6  88    0    0 247 -296  2
4197500 2677500  1  3 20  -3.8  992  18  3.1 7  2.5  86    0    0 246 -296  2
4197500 2677500  1  3 21  -4.3  993   8  3.1 7  2.5  86    0    0 246 -295  2
4197500 2677500  1  3 22  -4.7  993 360  2.3 6  2.5  89    0    0 240 -294  2
4197500 2677500  1  3 23  -5.3  993 350  2.3 6  2.4  90    0    0 233 -294  2
4197500 2677500  1  3 24  -5.3  993 357  1.2 6  2.4  91    0    0 232 -292  2
4197500 2677500  1  4  1  -6.1  994   1  0.2 7  2.3  93    0    0 234 -290  2
4197500 2677500  1  4  2  -6.2  994 274  0.2 8  2.3  93    0    0 239 -289  2
4197500 2677500  1  4  3  -6.3  994 290  0.7 8  2.2  92    0    0 242 -287  2
4197500 2677500  1  4  4  -6.3  994 290  1.0 8  2.2  92    0    0 241 -286  2
4197500 2677500  1  4  5  -6.3  994 358  0.1 8  2.2  92    0    0 239 -283  2
4197500 2677500  1  4  6  -6.2  994 247  0.5 7  2.2  90    0    0 234 -281  2
4197500 2677500  1  4  7  -5.8  994 282  0.7 7  2.2  88    0    0 230 -279  2
4197500 2677500  1  4  8  -6.0  994   0  0.2 7  2.2  87    0    0 228 -277  2
4197500 2677500  1  4  9  -6.3  995   4  0.1 6  2.1  85    2   10 223 -272  2
4197500 2677500  1  4 10  -6.7  995 358  0.3 2  2.0  86   42   52 206 -264  2
4197500 2677500  1  4 11  -5.9  996   4  0.4 4  2.1  88   41   95 200 -262  2
4197500 2677500  1  4 12  -6.2  996   3  0.4 3  2.2  89   46  121 205 -268  2
4197500 2677500  1  4 13  -6.5  995  28  0.0 6  2.2  90   18  118 213 -273  2
4197500 2677500  1  4 14  -6.2  995 350  0.0 4  2.2  92    4   87 217 -274  2
4197500 2677500  1  4 15  -6.3  995  72  0.4 6  2.2  93    0   47 219 -270  2
4197500 2677500  1  4 16  -6.2  995   2  0.4 7  2.2  91    0   17 229 -259  2
4197500 2677500  1  4 17  -7.0  995  31  2.0 8  2.1  90    0    0 232 -257  2
4197500 2677500  1  4 18  -6.5  995  84  2.3 8  2.1  90    0    0 231 -261  2
4197500 2677500  1  4 19  -7.6  996  63  2.6 7  2.0  89    0    0 224 -260  2
4197500 2677500  1  4 20  -7.8  995  45  3.0 6  1.9  89    0    0 215 -258  2
4197500 2677500  1  4 21  -7.1  995  72  2.8 6  2.0  91    0    0 212 -256  2
4197500 2677500  1  4 22  -7.2  996  63  2.2 4  2.0  89    0    0 206 -255  2
4197500 2677500  1  4 23  -7.9  996   4  0.5 3  1.9  87    0    0 196 -255  2
4197500 2677500  1  4 24  -8.9  996   3  0.4 4  1.8  87    0    0 193 -254  2
4197500 2677500  1  5  1  -9.2  996  92  2.1 2  1.7  87    0    0 189 -253  2
4197500 2677500  1  5  2 -10.0  996 101  1.9 3  1.6  86    0    0 184 -252  2
4197500 2677500  1  5  3 -10.6  996 101  1.6 3  1.5  85    0    0 184 -253  2
4197500 2677500  1  5  4 -10.1  996 100  1.6 2  1.5  83    0    0 182 -254  2
4197500 2677500  1  5  5 -10.6  996  88  1.4 2  1.4  80    0    0 179 -257  2
4197500 2677500  1  5  6 -11.0  996  94  1.4 1  1.4  80    0    0 177 -258  2
4197500 2677500  1  5  7 -10.9  995  83  1.3 3  1.4  81    0    0 178 -258  2
4197500 2677500  1  5  8 -10.8  995  89  1.1 1  1.4  82    0    0 178 -257  2
4197500 2677500  1  5  9 -10.5  995 124  0.7 2  1.4  82   10   10 177 -258  2
4197500 2677500  1  5 10 -10.3  995  95  1.3 4  1.4  82  114   26 182 -260  2
4197500 2677500  1  5 11  -8.3  995  85  0.8 1  1.6  83  203   41 183 -264  2
4197500 2677500  1  5 12  -8.0  994  75  0.8 0  1.7  81  255   52 178 -269  2
