Koordinatensystem : Lambert konform konisch
Rechtswert        : 3892500 Meter
Hochwert          : 2377500 Meter
Hoehenlage        : 746 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Sommer
Bezugszeitraum    : 2031-2060
Datenbasis 1      : Beobachtungsdaten Zeitraum 1995-2012
Datenbasis 2      : Klimasimulationen Zeitraum 1971-2000 (Basis RCP-historical / CORDEX-Europa Laeufe)
Datenbasis 3      : Klimasimulationen Zeitraum 2031-2060 (Basis RCP-4.5 und RCP-8.5 / CORDEX-Europa Laeufe)

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3892500 2377500  1  1  1   2.1  915 206  1.1 6  4.4  90    0    0 311 -320  2
3892500 2377500  1  1  2   1.4  915 197  1.1 7  4.3  94    0    0 310 -320  2
3892500 2377500  1  1  3   1.1  915 188  1.1 8  4.3  96    0    0 310 -320  2
3892500 2377500  1  1  4   1.3  916 187  1.2 8  4.3  95    0    0 310 -320  2
3892500 2377500  1  1  5   1.4  916 190  1.1 8  4.3  94    0    0 311 -320  2
3892500 2377500  1  1  6   1.6  916 193  1.5 7  4.4  92    0    0 305 -320  2
3892500 2377500  1  1  7   0.6  916 212  0.7 7  4.3  94    0    0 297 -320  2
3892500 2377500  1  1  8   0.6  916 214  1.2 7  4.2  95    0    0 295 -319  2
3892500 2377500  1  1  9   1.0  916 199  2.2 7  4.2  94    9    4 294 -319  2
3892500 2377500  1  1 10   0.5  917 219  1.4 6  4.2  94   45   22 285 -319  2
3892500 2377500  1  1 11   0.5  917 230  1.8 5  4.2  97   35   63 269 -319  2
3892500 2377500  1  1 12   0.7  917 168  2.4 5  4.3  99   10   94 263 -322  2
3892500 2377500  1  1 13   2.7  916 183  1.9 4  4.5  94    0   99 261 -326  2
3892500 2377500  1  1 14   1.6  915 171  1.5 4  4.6  93    0   81 257 -330  2
3892500 2377500  1  1 15   1.5  915 151  1.5 7  4.4  94   10   68 270 -333  2
3892500 2377500  1  1 16   0.5  914 131  1.1 6  4.2  93   30   24 277 -331  2
3892500 2377500  1  1 17  -0.1  915 126  2.4 5  4.0  94    5    7 264 -326  2
3892500 2377500  1  1 18   0.1  915 119  2.4 5  4.0  95    0    0 257 -322  2
3892500 2377500  1  1 19  -0.3  915  32  2.1 4  4.0  96    0    0 252 -321  2
3892500 2377500  1  1 20  -0.7  915  20  3.0 5  3.9  97    0    0 250 -320  2
3892500 2377500  1  1 21  -1.2  915  17  1.5 6  3.9  99    0    0 260 -320  2
3892500 2377500  1  1 22  -1.0  915  55  1.7 8  3.8  99    0    0 276 -320  2
3892500 2377500  1  1 23  -1.4  915  55  2.6 8  3.8  98    0    0 287 -320  2
3892500 2377500  1  1 24  -1.6  915  54  0.8 8  3.7  98    0    0 285 -319  2
3892500 2377500  1  2  1  -1.5  915 102  0.7 8  3.7  98    0    0 285 -319  2
3892500 2377500  1  2  2  -1.6  916  80  0.8 8  3.6  97    0    0 285 -319  2
3892500 2377500  1  2  3  -1.4  916  58  0.4 8  3.6  95    0    0 285 -319  2
3892500 2377500  1  2  4  -1.7  916  64  1.5 8  3.5  94    0    0 285 -319  2
3892500 2377500  1  2  5  -2.5  916  41  1.3 8  3.4  96    0    0 283 -319  2
3892500 2377500  1  2  6  -2.3  917  46  1.6 5  3.4  96    0    0 266 -319  2
3892500 2377500  1  2  7  -2.5  917  86  1.9 3  3.2  92    0    0 239 -318  2
3892500 2377500  1  2  8  -1.6  917  55  1.1 6  3.2  89    0    0 243 -318  2
3892500 2377500  1  2  9  -1.9  918  93  1.9 6  3.2  88    0    8 260 -318  2
3892500 2377500  1  2 10  -1.6  919 221  1.6 4  3.2  88   15   39 247 -318  2
3892500 2377500  1  2 11  -0.4  919  36  0.7 5  3.4  88    5   70 242 -318  2
3892500 2377500  1  2 12  -0.8  920 284  0.4 5  3.7  93    0   84 250 -318  2
3892500 2377500  1  2 13  -0.5  920 317  0.5 5  3.9  98    0   86 250 -320  2
3892500 2377500  1  2 14  -1.1  921 338  0.6 5  3.9  99    0   76 251 -322  2
3892500 2377500  1  2 15  -0.1  921 274  1.3 7  3.9  98    0   57 265 -324  2
3892500 2377500  1  2 16  -0.8  922 345  0.8 7  3.9  96   10   33 278 -323  2
3892500 2377500  1  2 17  -1.1  923 278  1.0 4  3.6  93    5    7 260 -321  2
3892500 2377500  1  2 18  -1.2  923 269  0.0 3  3.4  90    0    0 235 -319  2
3892500 2377500  1  2 19  -0.5  924  30  0.0 4  3.4  88    0    0 235 -318  2
3892500 2377500  1  2 20  -1.3  925 288  0.0 4  3.4  88    0    0 242 -318  2
3892500 2377500  1  2 21  -1.4  926  20  0.1 4  3.4  92    0    0 241 -318  2
3892500 2377500  1  2 22  -1.1  927  19  0.1 7  3.5  92    0    0 260 -318  2
3892500 2377500  1  2 23  -2.1  928 340  0.9 7  3.4  94    0    0 276 -319  2
3892500 2377500  1  2 24  -2.8  927 325  1.3 5  3.3  96    0    0 260 -318  2
3892500 2377500  1  3  1  -1.9  928 332  1.3 5  3.3  95    0    0 248 -316  2
3892500 2377500  1  3  2  -1.8  930 339  1.0 7  3.4  95    0    0 260 -315  2
3892500 2377500  1  3  3  -2.0  929 338  1.4 5  3.4  96    0    0 259 -314  2
3892500 2377500  1  3  4  -1.9  930 356  1.6 5  3.4  95    0    0 247 -314  2
3892500 2377500  1  3  5  -2.5  930   9  1.3 7  3.4  96    0    0 257 -315  2
3892500 2377500  1  3  6  -2.1  931   6  0.8 7  3.4  97    0    0 268 -316  2
3892500 2377500  1  3  7  -2.2  931   5  0.7 7  3.4  96    0    0 268 -317  2
3892500 2377500  1  3  8  -2.0  932 179  0.6 7  3.4  95    0    0 268 -317  2
3892500 2377500  1  3  9  -1.9  932 212  0.8 8  3.4  94    0   11 274 -316  2
3892500 2377500  1  3 10  -1.7  932 298  0.9 8  3.4  95    0   47 280 -316  2
3892500 2377500  1  3 11  -0.9  933 305  0.5 8  3.6  95    0   72 282 -317  2
3892500 2377500  1  3 12  -0.9  933  28  0.2 8  3.7  95    0   58 284 -321  2
3892500 2377500  1  3 13  -0.1  934  80  0.3 8  3.7  94    0   75 286 -325  2
3892500 2377500  1  3 14   0.0  934  59  0.3 6  3.8  93    7  132 278 -328  2
3892500 2377500  1  3 15  -0.4  934  55  0.4 6  3.8  94    7  103 267 -330  2
3892500 2377500  1  3 16  -0.7  934 355  0.6 7  3.7  94    0   36 272 -329  2
3892500 2377500  1  3 17  -0.7  934  53  0.8 4  3.7  96    0    6 262 -325  2
3892500 2377500  1  3 18  -0.6  934   7  0.3 6  3.7  95    0    0 256 -321  2
3892500 2377500  1  3 19  -1.0  933  72  0.8 8  3.6  93    0    0 275 -319  2
3892500 2377500  1  3 20  -1.1  934  71  0.8 8  3.6  94    0    0 285 -318  2
3892500 2377500  1  3 21  -1.2  934  89  1.1 8  3.5  93    0    0 285 -317  2
3892500 2377500  1  3 22  -1.8  934  76  0.9 7  3.4  94    0    0 280 -315  2
3892500 2377500  1  3 23  -1.9  934 332  0.8 7  3.4  94    0    0 273 -315  2
3892500 2377500  1  3 24  -1.8  934 112  0.6 4  3.4  94    0    0 257 -315  2
3892500 2377500  1  4  1  -1.5  934 291  0.6 5  3.4  92    0    0 247 -315  2
3892500 2377500  1  4  2  -1.6  934 172  0.6 5  3.4  92    0    0 252 -315  2
3892500 2377500  1  4  3  -2.6  933 127  1.1 8  3.3  94    0    0 264 -315  2
3892500 2377500  1  4  4  -2.7  933 178  1.9 6  3.2  96    0    0 268 -315  2
3892500 2377500  1  4  5  -2.8  932 110  2.5 5  3.2  95    0    0 252 -314  2
3892500 2377500  1  4  6  -3.1  932 132  3.4 7  3.1  95    0    0 256 -313  2
3892500 2377500  1  4  7  -3.9  932 145  0.9 7  3.1  98    0    0 262 -314  2
3892500 2377500  1  4  8  -4.0  931 144  1.2 7  3.1 100    0    0 259 -314  2
3892500 2377500  1  4  9  -4.0  931  87  1.7 7  3.0  99    0    3 258 -314  2
3892500 2377500  1  4 10  -4.1  931 108  2.8 5  3.0  98    0   43 248 -314  2
3892500 2377500  1  4 11  -3.3  931  92  2.7 6  3.1  98    2   90 244 -315  2
3892500 2377500  1  4 12  -3.2  930 118  3.0 7  3.2  98    1  102 254 -317  2
3892500 2377500  1  4 13  -3.7  929  37  2.2 7  3.2  99    0  101 256 -320  2
3892500 2377500  1  4 14  -3.0  928 136  1.3 7  3.2  99    0   98 255 -322  2
3892500 2377500  1  4 15  -3.6  927 153  1.4 7  3.2  99    9  102 253 -323  2
3892500 2377500  1  4 16  -4.0  927 150  1.0 7  3.1 100   18   65 250 -320  2
3892500 2377500  1  4 17  -4.4  926 138  0.9 5  3.0 100    2   14 239 -318  2
3892500 2377500  1  4 18  -3.5  926 132  2.2 6  3.1  99    0    0 234 -314  2
3892500 2377500  1  4 19  -4.6  926 144  1.6 7  3.0  99    0    0 239 -310  2
3892500 2377500  1  4 20  -6.7  926 162  0.8 7  2.7 100    0    0 238 -308  2
3892500 2377500  1  4 21  -6.0  925 164  0.1 7  2.6 100    0    0 234 -305  2
3892500 2377500  1  4 22  -5.8  925 168  0.0 7  2.7 100    0    0 237 -302  2
3892500 2377500  1  4 23  -5.8  925 180  0.1 7  2.7 100    0    0 237 -300  2
3892500 2377500  1  4 24  -7.5  923 196  0.1 8  2.5 100    0    0 238 -298  2
3892500 2377500  1  5  1  -7.1  923 175  0.1 7  2.4 100    0    0 237 -296  2
3892500 2377500  1  5  2  -7.4  922 173  0.2 8  2.4 100    0    0 237 -295  2
3892500 2377500  1  5  3  -7.7  921 195  0.1 8  2.4 100    0    0 240 -294  2
3892500 2377500  1  5  4  -7.2  921 170  0.0 8  2.4 100    0    0 240 -293  2
3892500 2377500  1  5  5  -7.2  920 162  0.0 8  2.4 100    0    0 241 -292  2
3892500 2377500  1  5  6  -7.5  919 190  0.0 7  2.4 100    0    0 235 -291  2
3892500 2377500  1  5  7  -7.1  920 183  0.1 6  2.4 100    0    0 228 -290  2
3892500 2377500  1  5  8  -7.6  919 205  1.1 7  2.4 100    0    0 227 -289  2
3892500 2377500  1  5  9  -7.8  918 206  0.1 7  2.3 100    0    3 230 -288  2
3892500 2377500  1  5 10  -6.1  919 189  0.0 5  2.5  99   42   44 224 -289  2
3892500 2377500  1  5 11  -5.8  919 191  1.1 7  2.7  99   17   90 228 -293  2
3892500 2377500  1  5 12  -4.9  919 187  0.4 8  2.8  99    1   95 241 -300  2
3892500 2377500  1  5 13  -3.5  919 187  0.4 8  2.9  95   19  123 251 -307  2
3892500 2377500  1  5 14  -3.7  918 194  1.2 6  3.1  96   87  100 246 -312  2
3892500 2377500  1  5 15  -3.6  917 191  1.3 5  3.2 100  157   32 234 -313  2
3892500 2377500  1  5 16  -4.8  916 172  0.4 5  3.1 100   77   21 230 -311  2
3892500 2377500  1  5 17  -4.5  916 173  0.7 6  2.8  96    1    9 235 -307  2
3892500 2377500  1  5 18  -4.8  915 186  2.2 8  2.7  92    0    0 251 -302  2
3892500 2377500  1  5 19  -5.6  915 186  1.8 5  2.6  92    0    0 247 -299  2
3892500 2377500  1  5 20  -5.4  915 198  2.1 6  2.5  90    0    0 238 -297  2
3892500 2377500  1  5 21  -5.6  915 209  1.6 6  2.5  90    0    0 245 -296  2
3892500 2377500  1  5 22  -5.4  915 195  2.7 7  2.5  91    0    0 252 -297  2
3892500 2377500  1  5 23  -5.2  915 221  2.1 7  2.6  93    0    0 260 -297  2
3892500 2377500  1  5 24  -3.1  915 182  3.3 6  2.8  90    0    0 259 -297  2
3892500 2377500  1  6  1  -3.3  914 189  2.1 7  2.8  84    0    0 261 -299  2
3892500 2377500  1  6  2  -4.9  914 158  2.4 6  2.7  86    0    0 259 -302  2
3892500 2377500  1  6  3  -6.5  914 159  1.6 6  2.6  94    0    0 250 -304  2
3892500 2377500  1  6  4  -6.4  913 150  2.3 5  2.6  98    0    0 243 -305  2
3892500 2377500  1  6  5  -4.3  914 237  2.0 5  2.6  92    0    0 241 -306  2
3892500 2377500  1  6  6  -6.2  914 192  0.7 7  2.6  91    0    0 252 -307  2
3892500 2377500  1  6  7  -5.4  914 238  1.0 6  2.6  96    0    0 255 -307  2
3892500 2377500  1  6  8  -4.4  914 186  0.6 7  2.7  94    0    0 256 -307  2
3892500 2377500  1  6  9  -5.4  914 165  1.8 7  2.8  94    0    5 260 -307  2
3892500 2377500  1  6 10  -3.3  914 190  2.2 8  2.9  94    0   39 268 -309  2
3892500 2377500  1  6 11  -1.8  915 224  1.3 7  3.2  92   20   71 273 -312  2
3892500 2377500  1  6 12  -0.4  915 203  2.5 7  3.6  92    4   96 273 -316  2
3892500 2377500  1  6 13   1.0  916 218  1.3 8  4.1  95    0   84 282 -318  2
3892500 2377500  1  6 14   0.8  915 215  1.7 6  4.3  96    8   97 278 -320  2
3892500 2377500  1  6 15   0.4  914 204  2.1 7  4.3  98    4   68 273 -322  2
3892500 2377500  1  6 16  -0.6  914 205  2.1 7  4.2 100    0   33 275 -321  2
3892500 2377500  1  6 17   0.1  914 197  2.1 7  4.1  99    4    7 275 -319  2
3892500 2377500  1  6 18   0.1  914 197  2.3 7  4.1  96    0    0 277 -317  2
3892500 2377500  1  6 19   0.0  914 197  0.7 5  4.0  95    0    0 266 -315  2
3892500 2377500  1  6 20  -0.4  914 192  1.4 6  4.1  98    0    0 262 -313  2
3892500 2377500  1  6 21  -1.4  913 204  3.3 4  3.9  99    0    0 257 -312  2
3892500 2377500  1  6 22  -1.6  912 170  3.4 2  3.8 100    0    0 233 -311  2
3892500 2377500  1  6 23  -2.3  911 184  1.2 2  3.6  99    0    0 218 -311  2
3892500 2377500  1  6 24  -1.5  911 176  2.3 5  3.6  97    0    0 236 -313  2
3892500 2377500  1  7  1  -1.3  911 178  4.1 7  3.6  94    0    0 268 -314  2
3892500 2377500  1  7  2   0.1  912 187  3.2 7  3.7  91    0    0 284 -316  2
3892500 2377500  1  7  3   0.4  911 231  2.9 8  3.8  88    0    0 293 -317  2
3892500 2377500  1  7  4   2.2  911 225  3.7 8  4.0  86    0    0 304 -318  2
3892500 2377500  1  7  5   1.4  912 192  1.8 8  4.3  89    0    0 308 -319  2
3892500 2377500  1  7  6   2.7  913 208  3.6 8  4.5  91    0    0 310 -319  2
3892500 2377500  1  7  7   2.4  914 201  4.6 8  4.7  93    0    0 314 -320  2
3892500 2377500  1  7  8   3.4  913 211  2.8 8  4.9  94    0    0 316 -320  2
3892500 2377500  1  7  9   3.4  914 212  2.7 8  4.9  92    0    9 318 -321  2
3892500 2377500  1  7 10   3.7  914 202  2.2 7  4.9  91    0   18 313 -321  2
3892500 2377500  1  7 11   4.3  915 185  2.4 8  4.9  87    0   25 314 -322  2
3892500 2377500  1  7 12   3.0  915 203  2.8 8  4.8  87    0   36 320 -324  2
3892500 2377500  1  7 13   4.3  916 166  2.1 7  4.8  89    0   51 313 -326  2
3892500 2377500  1  7 14   3.3  916 175  2.0 7  5.0  90    0   84 308 -328  2
3892500 2377500  1  7 15   3.4  917 177  2.1 7  4.9  92    2   84 305 -330  2
3892500 2377500  1  7 16   3.2  917 203  2.8 8  4.9  93    2   48 312 -331  2
3892500 2377500  1  7 17   3.0  917 230  2.9 8  4.9  93    0    8 319 -330  2
3892500 2377500  1  7 18   3.8  918 218  3.5 8  5.0  92    0    0 320 -328  2
3892500 2377500  1  7 19   3.7  919 209  3.0 8  5.1  92    0    0 320 -328  2
3892500 2377500  1  7 20   3.5  919 222  2.8 8  5.0  92    0    0 318 -327  2
3892500 2377500  1  7 21   3.1  920 217  2.3 8  4.9  93    0    0 317 -326  2
3892500 2377500  1  7 22   2.8  921 203  1.0 8  4.9  94    0    0 316 -326  2
3892500 2377500  1  7 23   3.0  921 209  0.9 8  4.8  94    0    0 316 -326  2
3892500 2377500  1  7 24   3.2  922 190  0.9 8  4.8  93    0    0 317 -325  2
3892500 2377500  1  8  1   3.1  923 210  1.2 7  4.9  93    0    0 310 -326  2
3892500 2377500  1  8  2   3.1  923 222  1.5 6  4.9  94    0    0 296 -327  2
3892500 2377500  1  8  3   3.0  924 193  1.4 7  4.9  94    0    0 296 -327  2
3892500 2377500  1  8  4   3.4  924 183  1.6 7  4.9  94    0    0 304 -326  2
3892500 2377500  1  8  5   2.7  925 179  1.4 7  4.9  95    0    0 305 -326  2
3892500 2377500  1  8  6   3.1  926 224  1.5 5  4.9  95    0    0 292 -326  2
3892500 2377500  1  8  7   2.8  926 176  1.2 8  4.9  96    0    0 299 -326  2
3892500 2377500  1  8  8   3.4  927 212  1.4 8  5.0  96    0    0 318 -327  2
3892500 2377500  1  8  9   3.2  927 201  0.9 8  5.0  96    0    9 319 -327  2
3892500 2377500  1  8 10   3.1  927 154  0.9 7  5.1  97   62   33 313 -326  2
3892500 2377500  1  8 11   5.6  928 144  1.0 3  5.2  91  159   38 289 -328  2
3892500 2377500  1  8 12   6.2  928 141  1.0 4  5.4  86  124   81 275 -333  2
3892500 2377500  1  8 13   7.1  929 252  1.2 4  5.4  81   80  112 282 -338  2
3892500 2377500  1  8 14   6.2  929 147  2.2 4  5.1  77   94   93 281 -342  2
3892500 2377500  1  8 15   6.1  927 136  3.0 5  5.0  78   83   65 285 -344  2
3892500 2377500  1  8 16   5.3  926 166  2.5 4  5.0  80   75   19 283 -341  2
3892500 2377500  1  8 17   3.7  926 174  3.3 2  4.7  82   12    8 264 -335  2
3892500 2377500  1  8 18   2.3  926 164  4.1 1  4.4  86    0    0 243 -329  2
3892500 2377500  1  8 19   1.9  925 161  3.6 1  4.4  91    0    0 235 -327  2
3892500 2377500  1  8 20   1.4  925 166  1.4 0  4.5  96    0    0 228 -325  2
3892500 2377500  1  8 21   0.7  926 181  3.9 0  4.5 100    0    0 219 -324  2
3892500 2377500  1  8 22   0.7  925 191  3.1 3  4.3  99    0    0 231 -323  2
3892500 2377500  1  8 23  -0.3  925 192  3.0 3  4.2  99    0    0 242 -321  2
3892500 2377500  1  8 24  -0.5  925 193  2.8 6  4.0 100    0    0 254 -320  2
3892500 2377500  1  9  1  -0.7  924 192  1.8 7  4.0 100    0    0 274 -319  2
3892500 2377500  1  9  2  -0.5  924 184  1.8 7  4.0 100    0    0 279 -318  2
3892500 2377500  1  9  3  -0.7  924 196  3.5 8  4.0 100    0    0 284 -316  2
3892500 2377500  1  9  4  -1.1  923 185  4.6 7  3.9 100    0    0 282 -314  2
3892500 2377500  1  9  5  -1.5  921 202  3.3 7  3.8 100    0    0 274 -313  2
3892500 2377500  1  9  6  -0.9  921 191  3.0 7  3.8 100    0    0 273 -313  2
3892500 2377500  1  9  7   1.3  921 186  4.6 6  3.8  90    0    0 271 -313  2
3892500 2377500  1  9  8   0.7  921 178  4.9 7  3.7  82    0    0 274 -312  2
3892500 2377500  1  9  9   0.2  921 164  5.7 7  3.6  84    0    7 279 -313  2
3892500 2377500  1  9 10   0.8  921 171  5.1 7  3.7  86    0   38 282 -314  2
3892500 2377500  1  9 11   0.2  921 196  3.9 8  3.9  90    1   82 289 -316  2
3892500 2377500  1  9 12   3.3  922 214  2.4 5  4.1  87   62  158 281 -321  2
3892500 2377500  1  9 13   4.3  923 211  2.7 7  4.3  79   83  168 281 -326  2
3892500 2377500  1  9 14   3.1  923 234  1.2 8  4.3  79   28  146 297 -328  2
3892500 2377500  1  9 15   2.9  922 227  0.5 7  4.3  83   17  109 295 -331  2
3892500 2377500  1  9 16   3.3  923 327  1.4 7  4.2  81   22   62 290 -332  2
3892500 2377500  1  9 17   2.5  923 200  2.0 7  4.0  78    4   16 290 -329  2
3892500 2377500  1  9 18   2.3  923 157  2.0 8  3.8  76    0    0 294 -326  2
3892500 2377500  1  9 19   2.2  923 170  0.3 8  3.6  73    0    0 299 -324  2
3892500 2377500  1  9 20   3.3  924   1  0.0 8  3.6  70    0    0 300 -323  2
3892500 2377500  1  9 21   4.0  925  79  0.4 8  3.5  64    0    0 303 -322  2
3892500 2377500  1  9 22   2.9  925 111  0.9 7  3.3  62    0    0 297 -323  2
3892500 2377500  1  9 23   2.0  924 111  2.5 7  3.3  66    0    0 288 -323  2
3892500 2377500  1  9 24   1.6  924  90  2.8 7  3.3  69    0    0 288 -322  2
3892500 2377500  1 10  1   0.8  924  86  2.3 6  3.3  73    0    0 280 -322  2
3892500 2377500  1 10  2   0.3  923 108  2.8 6  3.4  79    0    0 273 -321  2
3892500 2377500  1 10  3   0.0  923 126  3.4 6  3.5  84    0    0 270 -320  2
3892500 2377500  1 10  4   0.5  922 168  4.9 6  3.6  85    0    0 269 -320  2
3892500 2377500  1 10  5   0.3  922 171  5.7 6  3.7  86    0    0 268 -320  2
3892500 2377500  1 10  6   0.7  922 170  6.5 8  3.8  87    0    0 283 -320  2
3892500 2377500  1 10  7   1.2  921 141  6.5 7  3.8  86    0    0 292 -320  2
3892500 2377500  1 10  8   1.6  921 125  7.3 7  3.8  83    0    0 286 -321  2
3892500 2377500  1 10  9   1.3  921 113  5.7 7  3.8  81    0    7 286 -321  2
3892500 2377500  1 10 10   0.8  921 173  4.1 7  3.7  82    4   57 284 -323  2
3892500 2377500  1 10 11   2.6  922 154  2.9 4  3.7  79   71  112 262 -328  2
3892500 2377500  1 10 12   3.1  922 155  2.1 4  3.8  74  189  107 235 -334  2
3892500 2377500  1 10 13   3.4  922 254  1.0 3  3.8  73  213  110 227 -340  2
3892500 2377500  1 10 14   3.7  921 170  1.1 3  3.9  73  179  110 223 -345  2
3892500 2377500  1 10 15   3.0  921 103  1.4 4  3.9  73   86  102 233 -347  2
3892500 2377500  1 10 16   2.7  920  50  2.3 5  3.9  77   34   59 246 -346  2
3892500 2377500  1 10 17   1.3  921  34  2.2 6  3.9  81   13   18 260 -341  2
3892500 2377500  1 10 18   0.3  920  32  2.7 6  3.7  85    0    0 264 -335  2
3892500 2377500  1 10 19   2.0  920  28  3.1 6  3.9  86    0    0 265 -331  2
3892500 2377500  1 10 20   1.3  922 110  3.3 6  4.0  85    0    0 267 -329  2
3892500 2377500  1 10 21   0.9  921 154  3.2 6  3.9  86    0    0 266 -327  2
3892500 2377500  1 10 22   1.3  921 140  1.9 5  3.7  82    0    0 257 -326  2
3892500 2377500  1 10 23   2.3  922  71  0.1 5  3.7  77    0    0 254 -325  2
3892500 2377500  1 10 24   3.5  922 182  1.4 8  3.8  74    0    0 285 -325  2
3892500 2377500  1 11  1   5.0  922 189  2.7 8  3.9  69    0    0 311 -325  2
3892500 2377500  1 11  2   5.3  923 162  2.7 8  3.9  65    0    0 312 -323  2
3892500 2377500  1 11  3   5.0  923 247  2.7 7  4.0  67    0    0 307 -321  2
3892500 2377500  1 11  4   4.1  923 171  1.2 8  4.2  72    0    0 306 -320  2
